location	variant	date	sequences
USA	B.1.1.529	2022-06-21	11
USA	B.1.1.529	2022-06-22	10
USA	B.1.1.529	2022-06-23	8
USA	B.1.1.529	2022-06-24	9
USA	B.1.1.529	2022-06-25	7
USA	B.1.1.529	2022-06-26	6
USA	B.1.1.529	2022-06-27	10
USA	B.1.1.529	2022-06-28	8
USA	B.1.1.529	2022-06-29	11
USA	B.1.1.529	2022-06-30	5
USA	B.1.1.529	2022-07-01	10
USA	B.1.1.529	2022-07-02	6
USA	B.1.1.529	2022-07-03	6
USA	B.1.1.529	2022-07-04	3
USA	B.1.1.529	2022-07-05	26
USA	B.1.1.529	2022-07-06	11
USA	B.1.1.529	2022-07-07	7
USA	B.1.1.529	2022-07-08	9
USA	B.1.1.529	2022-07-09	7
USA	B.1.1.529	2022-07-10	8
USA	B.1.1.529	2022-07-11	12
USA	B.1.1.529	2022-07-12	9
USA	B.1.1.529	2022-07-13	9
USA	B.1.1.529	2022-07-14	8
USA	B.1.1.529	2022-07-15	6
USA	B.1.1.529	2022-07-16	5
USA	B.1.1.529	2022-07-17	3
USA	B.1.1.529	2022-07-18	7
USA	B.1.1.529	2022-07-19	11
USA	B.1.1.529	2022-07-20	4
USA	B.1.1.529	2022-07-21	8
USA	B.1.1.529	2022-07-22	6
USA	B.1.1.529	2022-07-23	6
USA	B.1.1.529	2022-07-24	5
USA	B.1.1.529	2022-07-25	11
USA	B.1.1.529	2022-07-26	10
USA	B.1.1.529	2022-07-27	4
USA	B.1.1.529	2022-07-28	7
USA	B.1.1.529	2022-07-29	4
USA	B.1.1.529	2022-07-30	3
USA	B.1.1.529	2022-07-31	2
USA	B.1.1.529	2022-08-01	8
USA	B.1.1.529	2022-08-02	7
USA	B.1.1.529	2022-08-03	4
USA	B.1.1.529	2022-08-04	7
USA	B.1.1.529	2022-08-05	4
USA	B.1.1.529	2022-08-06	3
USA	B.1.1.529	2022-08-08	2
USA	B.1.1.529	2022-08-09	1
USA	B.1.1.529	2022-08-10	1
USA	B.1.1.529	2022-08-12	1
USA	B.1.1.529	2022-08-13	3
USA	B.1.1.529	2022-08-14	1
USA	B.1.1.529	2022-08-15	2
USA	B.1.1.529	2022-08-17	3
USA	B.1.1.529	2022-08-18	1
USA	B.1.1.529	2022-08-19	5
USA	B.1.1.529	2022-08-20	1
USA	B.1.1.529	2022-08-21	6
USA	B.1.1.529	2022-08-22	1
USA	B.1.1.529	2022-08-24	1
USA	B.1.1.529	2022-08-25	1
USA	B.1.1.529	2022-08-26	1
USA	B.1.1.529	2022-08-27	1
USA	B.1.1.529	2022-08-28	1
USA	B.1.1.529	2022-08-29	5
USA	B.1.1.529	2022-08-30	1
USA	B.1.1.529	2022-09-02	1
USA	B.1.1.529	2022-09-04	1
USA	B.1.1.529	2022-09-06	1
USA	B.1.1.529	2022-09-08	2
USA	B.1.1.529	2022-09-09	1
USA	B.1.1.529	2022-09-10	1
USA	B.1.1.529	2022-09-11	1
USA	B.1.1.529	2022-09-13	1
USA	B.1.1.529	2022-09-19	1
USA	B.1.1.529	2022-09-21	1
USA	B.1.1.529	2022-09-23	1
USA	B.1.1.529	2022-09-25	1
USA	B.1.1.529	2022-09-26	4
USA	B.1.1.529	2022-09-27	1
USA	B.1.1.529	2022-09-28	1
USA	B.1.1.529	2022-09-29	2
USA	B.1.1.529	2022-10-03	1
USA	B.1.1.529	2022-10-08	1
USA	B.1.1.529	2022-10-30	1
USA	B.1.1.529	2022-12-02	1
USA	B.1.1.529	2022-12-06	1
USA	B.1.1.529	2022-12-20	1
USA	B.1.1.529	2023-01-02	1
USA	BA.1	2022-03-01	290
USA	BA.1	2022-03-02	202
USA	BA.1	2022-03-03	201
USA	BA.1	2022-03-04	151
USA	BA.1	2022-03-05	90
USA	BA.1	2022-03-06	57
USA	BA.1	2022-03-07	163
USA	BA.1	2022-03-08	146
USA	BA.1	2022-03-09	89
USA	BA.1	2022-03-10	106
USA	BA.1	2022-03-11	87
USA	BA.1	2022-03-12	51
USA	BA.1	2022-03-13	59
USA	BA.1	2022-03-14	129
USA	BA.1	2022-03-15	78
USA	BA.1	2022-03-16	78
USA	BA.1	2022-03-17	67
USA	BA.1	2022-03-18	63
USA	BA.1	2022-03-19	36
USA	BA.1	2022-03-20	38
USA	BA.1	2022-03-21	73
USA	BA.1	2022-03-22	59
USA	BA.1	2022-03-23	65
USA	BA.1	2022-03-24	54
USA	BA.1	2022-03-25	34
USA	BA.1	2022-03-26	30
USA	BA.1	2022-03-27	28
USA	BA.1	2022-03-28	36
USA	BA.1	2022-03-29	28
USA	BA.1	2022-03-30	20
USA	BA.1	2022-03-31	33
USA	BA.1	2022-04-01	33
USA	BA.1	2022-04-02	18
USA	BA.1	2022-04-03	21
USA	BA.1	2022-04-04	35
USA	BA.1	2022-04-05	25
USA	BA.1	2022-04-06	28
USA	BA.1	2022-04-07	24
USA	BA.1	2022-04-08	16
USA	BA.1	2022-04-09	12
USA	BA.1	2022-04-10	10
USA	BA.1	2022-04-11	22
USA	BA.1	2022-04-12	20
USA	BA.1	2022-04-13	18
USA	BA.1	2022-04-14	23
USA	BA.1	2022-04-15	15
USA	BA.1	2022-04-16	8
USA	BA.1	2022-04-17	2
USA	BA.1	2022-04-18	23
USA	BA.1	2022-04-19	10
USA	BA.1	2022-04-20	8
USA	BA.1	2022-04-21	10
USA	BA.1	2022-04-22	12
USA	BA.1	2022-04-23	3
USA	BA.1	2022-04-24	6
USA	BA.1	2022-04-25	6
USA	BA.1	2022-04-26	5
USA	BA.1	2022-04-27	4
USA	BA.1	2022-04-28	1
USA	BA.1	2022-04-29	2
USA	BA.1	2022-04-30	2
USA	BA.1	2022-05-01	2
USA	BA.1	2022-05-02	7
USA	BA.1	2022-05-03	5
USA	BA.1	2022-05-04	3
USA	BA.1	2022-05-05	1
USA	BA.1	2022-05-06	6
USA	BA.1	2022-05-07	5
USA	BA.1	2022-05-08	2
USA	BA.1	2022-05-09	2
USA	BA.1	2022-05-10	1
USA	BA.1	2022-05-11	2
USA	BA.1	2022-05-12	1
USA	BA.1	2022-05-13	1
USA	BA.1	2022-05-14	1
USA	BA.1	2022-05-17	1
USA	BA.1	2022-05-18	2
USA	BA.1	2022-05-19	1
USA	BA.1	2022-05-20	1
USA	BA.1	2022-05-21	1
USA	BA.1	2022-05-26	1
USA	BA.1	2022-05-27	2
USA	BA.1	2022-05-28	1
USA	BA.1	2022-05-29	1
USA	BA.1	2022-05-31	4
USA	BA.1	2022-06-02	1
USA	BA.1	2022-06-03	1
USA	BA.1	2022-06-05	1
USA	BA.1	2022-06-09	1
USA	BA.1	2022-06-10	1
USA	BA.1	2022-06-12	1
USA	BA.1	2022-06-14	2
USA	BA.1	2022-06-17	1
USA	BA.1	2022-06-20	1
USA	BA.1	2022-06-23	2
USA	BA.1	2022-06-24	1
USA	BA.1	2022-06-28	2
USA	BA.1	2022-07-08	1
USA	BA.1	2022-07-11	1
USA	BA.1	2022-07-12	1
USA	BA.1	2022-07-13	1
USA	BA.1	2022-07-20	2
USA	BA.1	2022-07-22	1
USA	BA.1	2022-07-25	1
USA	BA.1	2022-07-28	1
USA	BA.1	2022-08-01	1
USA	BA.1	2022-08-23	1
USA	BA.1	2022-09-07	1
USA	BA.1	2022-09-27	1
USA	BA.1	2022-10-26	1
USA	BA.1	2022-12-06	1
USA	BA.1	2022-12-08	1
USA	BA.1	2022-12-21	4
USA	BA.1	2022-12-27	1
USA	BA.1	2023-01-09	2
USA	BA.1.1	2022-03-01	2790
USA	BA.1.1	2022-03-02	1983
USA	BA.1.1	2022-03-03	1714
USA	BA.1.1	2022-03-04	1685
USA	BA.1.1	2022-03-05	1126
USA	BA.1.1	2022-03-06	904
USA	BA.1.1	2022-03-07	2148
USA	BA.1.1	2022-03-08	1547
USA	BA.1.1	2022-03-09	1421
USA	BA.1.1	2022-03-10	1254
USA	BA.1.1	2022-03-11	1134
USA	BA.1.1	2022-03-12	662
USA	BA.1.1	2022-03-13	634
USA	BA.1.1	2022-03-14	1455
USA	BA.1.1	2022-03-15	1083
USA	BA.1.1	2022-03-16	1110
USA	BA.1.1	2022-03-17	957
USA	BA.1.1	2022-03-18	885
USA	BA.1.1	2022-03-19	646
USA	BA.1.1	2022-03-20	570
USA	BA.1.1	2022-03-21	1016
USA	BA.1.1	2022-03-22	822
USA	BA.1.1	2022-03-23	752
USA	BA.1.1	2022-03-24	731
USA	BA.1.1	2022-03-25	571
USA	BA.1.1	2022-03-26	385
USA	BA.1.1	2022-03-27	414
USA	BA.1.1	2022-03-28	660
USA	BA.1.1	2022-03-29	515
USA	BA.1.1	2022-03-30	484
USA	BA.1.1	2022-03-31	483
USA	BA.1.1	2022-04-01	430
USA	BA.1.1	2022-04-02	264
USA	BA.1.1	2022-04-03	227
USA	BA.1.1	2022-04-04	528
USA	BA.1.1	2022-04-05	416
USA	BA.1.1	2022-04-06	373
USA	BA.1.1	2022-04-07	338
USA	BA.1.1	2022-04-08	306
USA	BA.1.1	2022-04-09	198
USA	BA.1.1	2022-04-10	184
USA	BA.1.1	2022-04-11	291
USA	BA.1.1	2022-04-12	220
USA	BA.1.1	2022-04-13	221
USA	BA.1.1	2022-04-14	198
USA	BA.1.1	2022-04-15	154
USA	BA.1.1	2022-04-16	140
USA	BA.1.1	2022-04-17	62
USA	BA.1.1	2022-04-18	210
USA	BA.1.1	2022-04-19	153
USA	BA.1.1	2022-04-20	152
USA	BA.1.1	2022-04-21	156
USA	BA.1.1	2022-04-22	124
USA	BA.1.1	2022-04-23	93
USA	BA.1.1	2022-04-24	62
USA	BA.1.1	2022-04-25	106
USA	BA.1.1	2022-04-26	81
USA	BA.1.1	2022-04-27	59
USA	BA.1.1	2022-04-28	32
USA	BA.1.1	2022-04-29	46
USA	BA.1.1	2022-04-30	32
USA	BA.1.1	2022-05-01	16
USA	BA.1.1	2022-05-02	44
USA	BA.1.1	2022-05-03	28
USA	BA.1.1	2022-05-04	35
USA	BA.1.1	2022-05-05	36
USA	BA.1.1	2022-05-06	32
USA	BA.1.1	2022-05-07	17
USA	BA.1.1	2022-05-08	11
USA	BA.1.1	2022-05-09	30
USA	BA.1.1	2022-05-10	18
USA	BA.1.1	2022-05-11	22
USA	BA.1.1	2022-05-12	22
USA	BA.1.1	2022-05-13	23
USA	BA.1.1	2022-05-14	9
USA	BA.1.1	2022-05-15	5
USA	BA.1.1	2022-05-16	16
USA	BA.1.1	2022-05-17	16
USA	BA.1.1	2022-05-18	14
USA	BA.1.1	2022-05-19	9
USA	BA.1.1	2022-05-20	6
USA	BA.1.1	2022-05-21	7
USA	BA.1.1	2022-05-22	2
USA	BA.1.1	2022-05-23	10
USA	BA.1.1	2022-05-24	3
USA	BA.1.1	2022-05-25	3
USA	BA.1.1	2022-05-26	10
USA	BA.1.1	2022-05-27	4
USA	BA.1.1	2022-05-28	3
USA	BA.1.1	2022-05-29	1
USA	BA.1.1	2022-05-30	2
USA	BA.1.1	2022-05-31	13
USA	BA.1.1	2022-06-01	6
USA	BA.1.1	2022-06-02	2
USA	BA.1.1	2022-06-03	3
USA	BA.1.1	2022-06-04	1
USA	BA.1.1	2022-06-05	2
USA	BA.1.1	2022-06-06	1
USA	BA.1.1	2022-06-07	3
USA	BA.1.1	2022-06-08	3
USA	BA.1.1	2022-06-09	3
USA	BA.1.1	2022-06-10	4
USA	BA.1.1	2022-06-12	3
USA	BA.1.1	2022-06-13	2
USA	BA.1.1	2022-06-14	3
USA	BA.1.1	2022-06-15	3
USA	BA.1.1	2022-06-16	2
USA	BA.1.1	2022-06-17	3
USA	BA.1.1	2022-06-18	1
USA	BA.1.1	2022-06-19	1
USA	BA.1.1	2022-06-20	3
USA	BA.1.1	2022-06-21	1
USA	BA.1.1	2022-06-22	2
USA	BA.1.1	2022-06-24	2
USA	BA.1.1	2022-06-25	1
USA	BA.1.1	2022-06-27	2
USA	BA.1.1	2022-06-28	2
USA	BA.1.1	2022-06-29	1
USA	BA.1.1	2022-06-30	1
USA	BA.1.1	2022-07-01	1
USA	BA.1.1	2022-07-04	2
USA	BA.1.1	2022-07-05	1
USA	BA.1.1	2022-07-08	2
USA	BA.1.1	2022-07-09	3
USA	BA.1.1	2022-07-10	1
USA	BA.1.1	2022-07-12	2
USA	BA.1.1	2022-07-15	3
USA	BA.1.1	2022-07-18	1
USA	BA.1.1	2022-07-20	1
USA	BA.1.1	2022-07-21	3
USA	BA.1.1	2022-07-22	1
USA	BA.1.1	2022-07-29	1
USA	BA.1.1	2022-07-30	1
USA	BA.1.1	2022-08-01	1
USA	BA.1.1	2022-08-02	1
USA	BA.1.1	2022-08-03	1
USA	BA.1.1	2022-08-05	2
USA	BA.1.1	2022-08-07	1
USA	BA.1.1	2022-08-09	1
USA	BA.1.1	2022-08-10	1
USA	BA.1.1	2022-08-21	2
USA	BA.1.1	2022-08-22	1
USA	BA.1.1	2022-08-28	1
USA	BA.1.1	2022-08-29	2
USA	BA.1.1	2022-08-30	1
USA	BA.1.1	2022-08-31	1
USA	BA.1.1	2022-09-02	1
USA	BA.1.1	2022-09-05	2
USA	BA.1.1	2022-09-07	1
USA	BA.1.1	2022-09-16	1
USA	BA.1.1	2022-09-19	2
USA	BA.1.1	2022-09-23	1
USA	BA.1.1	2022-09-24	2
USA	BA.1.1	2022-09-26	1
USA	BA.1.1	2022-09-30	1
USA	BA.1.1	2022-10-10	1
USA	BA.1.1	2022-10-24	4
USA	BA.1.1	2022-10-31	1
USA	BA.1.1	2022-11-03	1
USA	BA.1.1	2022-11-06	1
USA	BA.1.1	2022-11-08	2
USA	BA.1.1	2022-11-28	1
USA	BA.1.1	2022-12-06	1
USA	BA.1.1	2022-12-21	11
USA	BA.1.1	2023-01-02	1
USA	BA.1.1	2023-01-04	1
USA	BA.1.1	2023-01-09	6
USA	BA.1.1.1	2022-03-01	6
USA	BA.1.1.1	2022-03-02	10
USA	BA.1.1.1	2022-03-03	7
USA	BA.1.1.1	2022-03-04	6
USA	BA.1.1.1	2022-03-05	5
USA	BA.1.1.1	2022-03-06	4
USA	BA.1.1.1	2022-03-07	7
USA	BA.1.1.1	2022-03-08	6
USA	BA.1.1.1	2022-03-09	6
USA	BA.1.1.1	2022-03-10	10
USA	BA.1.1.1	2022-03-11	11
USA	BA.1.1.1	2022-03-13	1
USA	BA.1.1.1	2022-03-14	15
USA	BA.1.1.1	2022-03-15	3
USA	BA.1.1.1	2022-03-16	7
USA	BA.1.1.1	2022-03-17	1
USA	BA.1.1.1	2022-03-18	5
USA	BA.1.1.1	2022-03-19	1
USA	BA.1.1.1	2022-03-21	4
USA	BA.1.1.1	2022-03-22	4
USA	BA.1.1.1	2022-03-23	1
USA	BA.1.1.1	2022-03-24	1
USA	BA.1.1.1	2022-03-25	3
USA	BA.1.1.1	2022-03-26	1
USA	BA.1.1.1	2022-03-27	2
USA	BA.1.1.1	2022-03-28	6
USA	BA.1.1.1	2022-03-30	3
USA	BA.1.1.1	2022-04-02	1
USA	BA.1.1.1	2022-04-03	1
USA	BA.1.1.1	2022-04-04	6
USA	BA.1.1.1	2022-04-05	4
USA	BA.1.1.1	2022-04-06	4
USA	BA.1.1.1	2022-04-07	2
USA	BA.1.1.1	2022-04-08	2
USA	BA.1.1.1	2022-04-09	1
USA	BA.1.1.1	2022-04-10	1
USA	BA.1.1.1	2022-04-11	2
USA	BA.1.1.1	2022-04-12	1
USA	BA.1.1.1	2022-04-15	1
USA	BA.1.1.1	2022-04-18	4
USA	BA.1.1.1	2022-04-19	1
USA	BA.1.1.1	2022-04-21	1
USA	BA.1.1.1	2022-11-16	1
USA	BA.1.1.10	2022-03-01	7
USA	BA.1.1.10	2022-03-02	9
USA	BA.1.1.10	2022-03-03	4
USA	BA.1.1.10	2022-03-04	12
USA	BA.1.1.10	2022-03-05	2
USA	BA.1.1.10	2022-03-06	1
USA	BA.1.1.10	2022-03-07	13
USA	BA.1.1.10	2022-03-08	12
USA	BA.1.1.10	2022-03-09	4
USA	BA.1.1.10	2022-03-10	2
USA	BA.1.1.10	2022-03-11	7
USA	BA.1.1.10	2022-03-12	5
USA	BA.1.1.10	2022-03-13	5
USA	BA.1.1.10	2022-03-14	6
USA	BA.1.1.10	2022-03-15	8
USA	BA.1.1.10	2022-03-16	4
USA	BA.1.1.10	2022-03-17	6
USA	BA.1.1.10	2022-03-18	6
USA	BA.1.1.10	2022-03-19	7
USA	BA.1.1.10	2022-03-20	5
USA	BA.1.1.10	2022-03-21	9
USA	BA.1.1.10	2022-03-22	8
USA	BA.1.1.10	2022-03-23	4
USA	BA.1.1.10	2022-03-24	9
USA	BA.1.1.10	2022-03-25	2
USA	BA.1.1.10	2022-03-26	11
USA	BA.1.1.10	2022-03-27	4
USA	BA.1.1.10	2022-03-28	6
USA	BA.1.1.10	2022-03-29	8
USA	BA.1.1.10	2022-03-30	8
USA	BA.1.1.10	2022-03-31	7
USA	BA.1.1.10	2022-04-01	5
USA	BA.1.1.10	2022-04-02	3
USA	BA.1.1.10	2022-04-03	3
USA	BA.1.1.10	2022-04-04	7
USA	BA.1.1.10	2022-04-05	8
USA	BA.1.1.10	2022-04-06	4
USA	BA.1.1.10	2022-04-07	5
USA	BA.1.1.10	2022-04-08	4
USA	BA.1.1.10	2022-04-09	2
USA	BA.1.1.10	2022-04-10	1
USA	BA.1.1.10	2022-04-11	7
USA	BA.1.1.10	2022-04-12	1
USA	BA.1.1.10	2022-04-13	1
USA	BA.1.1.10	2022-04-14	6
USA	BA.1.1.10	2022-04-16	2
USA	BA.1.1.10	2022-04-18	3
USA	BA.1.1.10	2022-04-19	1
USA	BA.1.1.10	2022-04-20	3
USA	BA.1.1.10	2022-04-21	2
USA	BA.1.1.10	2022-04-22	1
USA	BA.1.1.10	2022-04-23	2
USA	BA.1.1.10	2022-04-24	1
USA	BA.1.1.10	2022-04-26	2
USA	BA.1.1.10	2022-05-01	3
USA	BA.1.1.10	2022-05-04	2
USA	BA.1.1.10	2022-05-07	1
USA	BA.1.1.10	2022-05-15	1
USA	BA.1.1.10	2022-05-16	1
USA	BA.1.1.14	2022-03-01	15
USA	BA.1.1.14	2022-03-02	6
USA	BA.1.1.14	2022-03-03	9
USA	BA.1.1.14	2022-03-04	15
USA	BA.1.1.14	2022-03-05	5
USA	BA.1.1.14	2022-03-06	8
USA	BA.1.1.14	2022-03-07	18
USA	BA.1.1.14	2022-03-08	11
USA	BA.1.1.14	2022-03-09	7
USA	BA.1.1.14	2022-03-10	10
USA	BA.1.1.14	2022-03-11	11
USA	BA.1.1.14	2022-03-12	5
USA	BA.1.1.14	2022-03-13	6
USA	BA.1.1.14	2022-03-14	9
USA	BA.1.1.14	2022-03-15	7
USA	BA.1.1.14	2022-03-16	3
USA	BA.1.1.14	2022-03-17	7
USA	BA.1.1.14	2022-03-18	4
USA	BA.1.1.14	2022-03-19	6
USA	BA.1.1.14	2022-03-20	2
USA	BA.1.1.14	2022-03-21	7
USA	BA.1.1.14	2022-03-22	8
USA	BA.1.1.14	2022-03-23	9
USA	BA.1.1.14	2022-03-24	3
USA	BA.1.1.14	2022-03-25	2
USA	BA.1.1.14	2022-03-26	3
USA	BA.1.1.14	2022-03-27	2
USA	BA.1.1.14	2022-03-28	4
USA	BA.1.1.14	2022-03-29	3
USA	BA.1.1.14	2022-03-30	3
USA	BA.1.1.14	2022-03-31	4
USA	BA.1.1.14	2022-04-01	5
USA	BA.1.1.14	2022-04-02	2
USA	BA.1.1.14	2022-04-03	6
USA	BA.1.1.14	2022-04-04	2
USA	BA.1.1.14	2022-04-05	5
USA	BA.1.1.14	2022-04-06	5
USA	BA.1.1.14	2022-04-07	1
USA	BA.1.1.14	2022-04-08	5
USA	BA.1.1.14	2022-04-09	1
USA	BA.1.1.14	2022-04-10	2
USA	BA.1.1.14	2022-04-11	2
USA	BA.1.1.14	2022-04-12	1
USA	BA.1.1.14	2022-04-14	1
USA	BA.1.1.14	2022-04-15	2
USA	BA.1.1.14	2022-04-17	1
USA	BA.1.1.14	2022-04-19	2
USA	BA.1.1.14	2022-04-20	1
USA	BA.1.1.14	2022-04-22	1
USA	BA.1.1.14	2022-04-23	3
USA	BA.1.1.14	2022-05-01	1
USA	BA.1.1.14	2022-05-07	1
USA	BA.1.1.14	2022-05-08	1
USA	BA.1.1.14	2022-05-09	1
USA	BA.1.1.14	2022-07-06	1
USA	BA.1.1.14	2022-08-15	1
USA	BA.1.1.14	2022-09-23	1
USA	BA.1.1.16	2022-03-01	23
USA	BA.1.1.16	2022-03-02	13
USA	BA.1.1.16	2022-03-03	8
USA	BA.1.1.16	2022-03-04	7
USA	BA.1.1.16	2022-03-05	7
USA	BA.1.1.16	2022-03-06	2
USA	BA.1.1.16	2022-03-07	16
USA	BA.1.1.16	2022-03-08	5
USA	BA.1.1.16	2022-03-09	4
USA	BA.1.1.16	2022-03-10	8
USA	BA.1.1.16	2022-03-11	3
USA	BA.1.1.16	2022-03-13	5
USA	BA.1.1.16	2022-03-14	3
USA	BA.1.1.16	2022-03-15	5
USA	BA.1.1.16	2022-03-16	10
USA	BA.1.1.16	2022-03-17	2
USA	BA.1.1.16	2022-03-18	6
USA	BA.1.1.16	2022-03-19	10
USA	BA.1.1.16	2022-03-20	10
USA	BA.1.1.16	2022-03-21	17
USA	BA.1.1.16	2022-03-22	13
USA	BA.1.1.16	2022-03-23	15
USA	BA.1.1.16	2022-03-24	20
USA	BA.1.1.16	2022-03-25	15
USA	BA.1.1.16	2022-03-26	8
USA	BA.1.1.16	2022-03-27	7
USA	BA.1.1.16	2022-03-28	10
USA	BA.1.1.16	2022-03-29	2
USA	BA.1.1.16	2022-03-30	6
USA	BA.1.1.16	2022-03-31	5
USA	BA.1.1.16	2022-04-01	4
USA	BA.1.1.16	2022-04-02	3
USA	BA.1.1.16	2022-04-03	7
USA	BA.1.1.16	2022-04-04	3
USA	BA.1.1.16	2022-04-05	1
USA	BA.1.1.16	2022-04-06	3
USA	BA.1.1.16	2022-04-07	4
USA	BA.1.1.16	2022-04-08	1
USA	BA.1.1.16	2022-04-09	2
USA	BA.1.1.16	2022-04-10	1
USA	BA.1.1.16	2022-04-11	2
USA	BA.1.1.16	2022-04-12	3
USA	BA.1.1.16	2022-04-13	2
USA	BA.1.1.16	2022-04-14	2
USA	BA.1.1.16	2022-04-18	4
USA	BA.1.1.16	2022-04-20	2
USA	BA.1.1.16	2022-04-22	1
USA	BA.1.1.16	2022-04-25	1
USA	BA.1.1.16	2022-04-27	2
USA	BA.1.1.16	2022-05-04	1
USA	BA.1.1.16	2022-05-10	1
USA	BA.1.1.16	2022-05-26	1
USA	BA.1.1.16	2022-06-07	1
USA	BA.1.1.16	2022-06-08	1
USA	BA.1.1.16	2022-06-11	1
USA	BA.1.1.16	2022-06-21	1
USA	BA.1.1.16	2022-07-15	1
USA	BA.1.1.16	2022-08-29	1
USA	BA.1.1.16	2022-09-19	1
USA	BA.1.1.18	2022-03-01	256
USA	BA.1.1.18	2022-03-02	173
USA	BA.1.1.18	2022-03-03	173
USA	BA.1.1.18	2022-03-04	181
USA	BA.1.1.18	2022-03-05	97
USA	BA.1.1.18	2022-03-06	86
USA	BA.1.1.18	2022-03-07	174
USA	BA.1.1.18	2022-03-08	110
USA	BA.1.1.18	2022-03-09	130
USA	BA.1.1.18	2022-03-10	126
USA	BA.1.1.18	2022-03-11	81
USA	BA.1.1.18	2022-03-12	52
USA	BA.1.1.18	2022-03-13	34
