location	variant	date	sequences
USA	BA.5.1.30	2022-06-03	3
USA	BA.5.1.30	2022-06-04	1
USA	BA.5.1.30	2022-06-05	3
USA	BA.5.1.30	2022-06-06	7
USA	BA.5.1.30	2022-06-07	2
USA	BA.5.1.30	2022-06-08	4
USA	BA.5.1.30	2022-06-09	11
USA	BA.5.1.30	2022-06-10	5
USA	BA.5.1.30	2022-06-11	1
USA	BA.5.1.30	2022-06-12	17
USA	BA.5.1.30	2022-06-13	18
USA	BA.5.1.30	2022-06-14	16
USA	BA.5.1.30	2022-06-15	26
USA	BA.5.1.30	2022-06-16	19
USA	BA.5.1.30	2022-06-17	16
USA	BA.5.1.30	2022-06-18	20
USA	BA.5.1.30	2022-06-19	14
USA	BA.5.1.30	2022-06-20	20
USA	BA.5.1.30	2022-06-21	24
USA	BA.5.1.30	2022-06-22	23
USA	BA.5.1.30	2022-06-23	15
USA	BA.5.1.30	2022-06-24	21
USA	BA.5.1.30	2022-06-25	12
USA	BA.5.1.30	2022-06-26	25
USA	BA.5.1.30	2022-06-27	38
USA	BA.5.1.30	2022-06-28	37
USA	BA.5.1.30	2022-06-29	23
USA	BA.5.1.30	2022-06-30	26
USA	BA.5.1.30	2022-07-01	48
USA	BA.5.1.30	2022-07-02	20
USA	BA.5.1.30	2022-07-03	29
USA	BA.5.1.30	2022-07-04	11
USA	BA.5.1.30	2022-07-05	65
USA	BA.5.1.30	2022-07-06	57
USA	BA.5.1.30	2022-07-07	45
USA	BA.5.1.30	2022-07-08	35
USA	BA.5.1.30	2022-07-09	37
USA	BA.5.1.30	2022-07-10	33
USA	BA.5.1.30	2022-07-11	53
USA	BA.5.1.30	2022-07-12	52
USA	BA.5.1.30	2022-07-13	63
USA	BA.5.1.30	2022-07-14	58
USA	BA.5.1.30	2022-07-15	68
USA	BA.5.1.30	2022-07-16	41
USA	BA.5.1.30	2022-07-17	46
USA	BA.5.1.30	2022-07-18	84
USA	BA.5.1.30	2022-07-19	61
USA	BA.5.1.30	2022-07-20	60
USA	BA.5.1.30	2022-07-21	54
USA	BA.5.1.30	2022-07-22	60
USA	BA.5.1.30	2022-07-23	45
USA	BA.5.1.30	2022-07-24	50
USA	BA.5.1.30	2022-07-25	112
USA	BA.5.1.30	2022-07-26	69
USA	BA.5.1.30	2022-07-27	53
USA	BA.5.1.30	2022-07-28	62
USA	BA.5.1.30	2022-07-29	53
USA	BA.5.1.30	2022-07-30	60
USA	BA.5.1.30	2022-07-31	54
USA	BA.5.1.30	2022-08-01	93
USA	BA.5.1.30	2022-08-02	104
USA	BA.5.1.30	2022-08-03	60
USA	BA.5.1.30	2022-08-04	66
USA	BA.5.1.30	2022-08-05	58
USA	BA.5.1.30	2022-08-06	35
USA	BA.5.1.30	2022-08-07	42
USA	BA.5.1.30	2022-08-08	72
USA	BA.5.1.30	2022-08-09	52
USA	BA.5.1.30	2022-08-10	66
USA	BA.5.1.30	2022-08-11	63
USA	BA.5.1.30	2022-08-12	76
USA	BA.5.1.30	2022-08-13	46
USA	BA.5.1.30	2022-08-14	48
USA	BA.5.1.30	2022-08-15	88
USA	BA.5.1.30	2022-08-16	79
USA	BA.5.1.30	2022-08-17	84
USA	BA.5.1.30	2022-08-18	56
USA	BA.5.1.30	2022-08-19	70
USA	BA.5.1.30	2022-08-20	47
USA	BA.5.1.30	2022-08-21	58
USA	BA.5.1.30	2022-08-22	87
USA	BA.5.1.30	2022-08-23	74
USA	BA.5.1.30	2022-08-24	57
USA	BA.5.1.30	2022-08-25	52
USA	BA.5.1.30	2022-08-26	70
USA	BA.5.1.30	2022-08-27	61
USA	BA.5.1.30	2022-08-28	63
USA	BA.5.1.30	2022-08-29	105
USA	BA.5.1.30	2022-08-30	69
USA	BA.5.1.30	2022-08-31	50
USA	BA.5.1.30	2022-09-01	60
USA	BA.5.1.30	2022-09-02	45
USA	BA.5.1.30	2022-09-03	51
USA	BA.5.1.30	2022-09-04	47
USA	BA.5.1.30	2022-09-05	25
USA	BA.5.1.30	2022-09-06	89
USA	BA.5.1.30	2022-09-07	61
USA	BA.5.1.30	2022-09-08	40
USA	BA.5.1.30	2022-09-09	37
USA	BA.5.1.30	2022-09-10	45
USA	BA.5.1.30	2022-09-11	27
USA	BA.5.1.30	2022-09-12	71
USA	BA.5.1.30	2022-09-13	67
USA	BA.5.1.30	2022-09-14	53
USA	BA.5.1.30	2022-09-15	62
USA	BA.5.1.30	2022-09-16	45
USA	BA.5.1.30	2022-09-17	45
USA	BA.5.1.30	2022-09-18	33
USA	BA.5.1.30	2022-09-19	70
USA	BA.5.1.30	2022-09-20	51
USA	BA.5.1.30	2022-09-21	38
USA	BA.5.1.30	2022-09-22	34
USA	BA.5.1.30	2022-09-23	28
USA	BA.5.1.30	2022-09-24	26
USA	BA.5.1.30	2022-09-25	17
USA	BA.5.1.30	2022-09-26	43
USA	BA.5.1.30	2022-09-27	41
USA	BA.5.1.30	2022-09-28	36
USA	BA.5.1.30	2022-09-29	33
USA	BA.5.1.30	2022-09-30	29
USA	BA.5.1.30	2022-10-01	19
USA	BA.5.1.30	2022-10-02	19
USA	BA.5.1.30	2022-10-03	29
USA	BA.5.1.30	2022-10-04	24
USA	BA.5.1.30	2022-10-05	26
USA	BA.5.1.30	2022-10-06	19
USA	BA.5.1.30	2022-10-07	23
USA	BA.5.1.30	2022-10-08	19
USA	BA.5.1.30	2022-10-09	14
USA	BA.5.1.30	2022-10-10	34
USA	BA.5.1.30	2022-10-11	27
USA	BA.5.1.30	2022-10-12	27
USA	BA.5.1.30	2022-10-13	39
USA	BA.5.1.30	2022-10-14	27
USA	BA.5.1.30	2022-10-15	16
USA	BA.5.1.30	2022-10-16	20
USA	BA.5.1.30	2022-10-17	36
USA	BA.5.1.30	2022-10-18	28
USA	BA.5.1.30	2022-10-19	22
USA	BA.5.1.30	2022-10-20	12
USA	BA.5.1.30	2022-10-21	13
USA	BA.5.1.30	2022-10-22	15
USA	BA.5.1.30	2022-10-23	12
USA	BA.5.1.30	2022-10-24	24
USA	BA.5.1.30	2022-10-25	21
USA	BA.5.1.30	2022-10-26	18
USA	BA.5.1.30	2022-10-27	22
USA	BA.5.1.30	2022-10-28	14
USA	BA.5.1.30	2022-10-29	16
USA	BA.5.1.30	2022-10-30	13
USA	BA.5.1.30	2022-10-31	22
USA	BA.5.1.30	2022-11-01	14
USA	BA.5.1.30	2022-11-02	23
USA	BA.5.1.30	2022-11-03	23
USA	BA.5.1.30	2022-11-04	13
USA	BA.5.1.30	2022-11-05	8
USA	BA.5.1.30	2022-11-06	11
USA	BA.5.1.30	2022-11-07	20
USA	BA.5.1.30	2022-11-08	17
USA	BA.5.1.30	2022-11-09	10
USA	BA.5.1.30	2022-11-10	8
USA	BA.5.1.30	2022-11-11	11
USA	BA.5.1.30	2022-11-12	9
USA	BA.5.1.30	2022-11-13	7
USA	BA.5.1.30	2022-11-14	10
USA	BA.5.1.30	2022-11-15	16
USA	BA.5.1.30	2022-11-16	8
USA	BA.5.1.30	2022-11-17	8
USA	BA.5.1.30	2022-11-18	7
USA	BA.5.1.30	2022-11-19	3
USA	BA.5.1.30	2022-11-20	3
USA	BA.5.1.30	2022-11-21	7
USA	BA.5.1.30	2022-11-22	7
USA	BA.5.1.30	2022-11-23	5
USA	BA.5.1.30	2022-11-24	3
USA	BA.5.1.30	2022-11-25	6
USA	BA.5.1.30	2022-11-27	3
USA	BA.5.1.30	2022-11-28	8
USA	BA.5.1.30	2022-11-29	6
USA	BA.5.1.30	2022-11-30	5
USA	BA.5.1.30	2022-12-01	2
USA	BA.5.1.30	2022-12-02	3
USA	BA.5.1.30	2022-12-03	1
USA	BA.5.1.30	2022-12-04	3
USA	BA.5.1.30	2022-12-05	2
USA	BA.5.1.30	2022-12-06	3
USA	BA.5.1.30	2022-12-07	2
USA	BA.5.1.30	2022-12-08	6
USA	BA.5.1.30	2022-12-09	7
USA	BA.5.1.30	2022-12-10	1
USA	BA.5.1.30	2022-12-12	2
USA	BA.5.1.30	2022-12-13	5
USA	BA.5.1.30	2022-12-14	1
USA	BA.5.1.30	2022-12-16	1
USA	BA.5.1.30	2022-12-17	1
USA	BA.5.1.30	2022-12-18	1
USA	BA.5.1.30	2022-12-19	1
USA	BA.5.1.30	2022-12-20	1
USA	BA.5.1.30	2022-12-22	1
USA	BA.5.1.30	2022-12-24	2
USA	BA.5.1.30	2022-12-26	1
USA	BA.5.1.30	2022-12-27	2
USA	BA.5.1.30	2022-12-28	1
USA	BA.5.1.30	2022-12-30	2
USA	BA.5.1.30	2023-01-02	1
USA	BA.5.1.30	2023-01-07	1
USA	BA.5.1.30	2023-01-10	1
USA	BA.5.1.30	2023-01-12	1
USA	BA.5.1.30	2023-01-14	1
USA	BA.5.1.30	2023-01-21	1
USA	BA.5.1.33	2022-07-11	1
USA	BA.5.1.33	2022-07-16	1
USA	BA.5.1.33	2022-07-23	1
USA	BA.5.1.33	2022-07-26	1
USA	BA.5.1.33	2022-08-14	1
USA	BA.5.1.33	2022-08-17	1
USA	BA.5.1.33	2022-08-18	2
USA	BA.5.1.33	2022-08-19	1
USA	BA.5.1.33	2022-09-02	1
USA	BA.5.1.33	2022-09-06	1
USA	BA.5.1.33	2022-09-13	3
USA	BA.5.1.33	2022-09-14	3
USA	BA.5.1.33	2022-09-15	2
USA	BA.5.1.33	2022-09-17	1
USA	BA.5.1.33	2022-09-18	1
USA	BA.5.1.33	2022-09-19	1
USA	BA.5.1.33	2022-09-20	2
USA	BA.5.1.33	2022-09-21	1
USA	BA.5.1.33	2022-09-24	2
USA	BA.5.1.33	2022-09-25	1
USA	BA.5.1.33	2022-09-26	5
USA	BA.5.1.33	2022-09-27	1
USA	BA.5.1.33	2022-09-28	3
USA	BA.5.1.33	2022-09-29	1
USA	BA.5.1.33	2022-10-01	3
USA	BA.5.1.33	2022-10-02	1
USA	BA.5.1.33	2022-10-04	3
USA	BA.5.1.33	2022-10-07	1
USA	BA.5.1.33	2022-10-08	1
USA	BA.5.1.33	2022-10-10	4
USA	BA.5.1.33	2022-10-11	2
USA	BA.5.1.33	2022-10-12	4
USA	BA.5.1.33	2022-10-13	1
USA	BA.5.1.33	2022-10-14	3
USA	BA.5.1.33	2022-10-15	1
USA	BA.5.1.33	2022-10-16	1
USA	BA.5.1.33	2022-10-17	3
USA	BA.5.1.33	2022-10-18	1
USA	BA.5.1.33	2022-10-19	1
USA	BA.5.1.33	2022-10-20	1
USA	BA.5.1.33	2022-10-21	4
USA	BA.5.1.33	2022-10-23	4
USA	BA.5.1.33	2022-10-24	4
USA	BA.5.1.33	2022-10-25	2
USA	BA.5.1.33	2022-10-26	4
USA	BA.5.1.33	2022-10-27	4
USA	BA.5.1.33	2022-10-28	5
USA	BA.5.1.33	2022-10-29	3
USA	BA.5.1.33	2022-10-30	2
USA	BA.5.1.33	2022-10-31	8
USA	BA.5.1.33	2022-11-01	4
USA	BA.5.1.33	2022-11-02	4
USA	BA.5.1.33	2022-11-03	1
USA	BA.5.1.33	2022-11-04	4
USA	BA.5.1.33	2022-11-05	3
USA	BA.5.1.33	2022-11-06	1
USA	BA.5.1.33	2022-11-07	4
USA	BA.5.1.33	2022-11-08	5
USA	BA.5.1.33	2022-11-09	4
USA	BA.5.1.33	2022-11-10	5
USA	BA.5.1.33	2022-11-11	3
USA	BA.5.1.33	2022-11-12	2
USA	BA.5.1.33	2022-11-13	1
USA	BA.5.1.33	2022-11-14	1
USA	BA.5.1.33	2022-11-16	5
USA	BA.5.1.33	2022-11-17	3
USA	BA.5.1.33	2022-11-18	2
USA	BA.5.1.33	2022-11-19	2
USA	BA.5.1.33	2022-11-20	1
USA	BA.5.1.33	2022-11-21	2
USA	BA.5.1.33	2022-11-22	2
USA	BA.5.1.33	2022-11-23	4
USA	BA.5.1.33	2022-11-24	1
USA	BA.5.1.33	2022-11-25	3
USA	BA.5.1.33	2022-11-26	6
USA	BA.5.1.33	2022-11-27	4
USA	BA.5.1.33	2022-11-28	11
USA	BA.5.1.33	2022-11-29	3
USA	BA.5.1.33	2022-11-30	3
USA	BA.5.1.33	2022-12-01	3
USA	BA.5.1.33	2022-12-02	3
USA	BA.5.1.33	2022-12-03	1
USA	BA.5.1.33	2022-12-04	3
USA	BA.5.1.33	2022-12-05	2
USA	BA.5.1.33	2022-12-06	1
USA	BA.5.1.33	2022-12-07	5
USA	BA.5.1.33	2022-12-08	2
USA	BA.5.1.33	2022-12-09	6
USA	BA.5.1.33	2022-12-10	3
USA	BA.5.1.33	2022-12-11	1
USA	BA.5.1.33	2022-12-12	1
USA	BA.5.1.33	2022-12-13	2
USA	BA.5.1.33	2022-12-14	1
USA	BA.5.1.33	2022-12-16	2
USA	BA.5.1.33	2022-12-20	2
USA	BA.5.1.33	2022-12-21	3
USA	BA.5.1.33	2022-12-26	3
USA	BA.5.1.33	2022-12-27	1
USA	BA.5.1.33	2022-12-28	1
USA	BA.5.1.33	2022-12-30	2
USA	BA.5.1.33	2023-01-02	1
USA	BA.5.1.33	2023-01-03	2
USA	BA.5.1.33	2023-01-04	2
USA	BA.5.1.33	2023-01-05	2
USA	BA.5.1.33	2023-01-09	1
USA	BA.5.1.33	2023-01-10	1
USA	BA.5.1.33	2023-01-11	1
USA	BA.5.1.33	2023-01-16	1
USA	BA.5.1.33	2023-01-25	1
USA	BA.5.1.33	2023-02-08	1
USA	BA.5.1.35	2022-06-01	1
USA	BA.5.1.35	2022-06-03	1
USA	BA.5.1.35	2022-06-07	2
USA	BA.5.1.35	2022-06-08	2
USA	BA.5.1.35	2022-06-12	1
USA	BA.5.1.35	2022-06-13	1
USA	BA.5.1.35	2022-06-14	2
USA	BA.5.1.35	2022-06-15	1
USA	BA.5.1.35	2022-06-17	1
USA	BA.5.1.35	2022-06-20	3
USA	BA.5.1.35	2022-06-21	1
USA	BA.5.1.35	2022-06-22	1
USA	BA.5.1.35	2022-06-25	1
USA	BA.5.1.35	2022-06-26	1
USA	BA.5.1.35	2022-06-27	3
USA	BA.5.1.35	2022-06-28	1
USA	BA.5.1.35	2022-06-29	4
USA	BA.5.1.35	2022-06-30	7
USA	BA.5.1.35	2022-07-01	3
USA	BA.5.1.35	2022-07-02	2
USA	BA.5.1.35	2022-07-03	6
USA	BA.5.1.35	2022-07-05	13
USA	BA.5.1.35	2022-07-06	6
USA	BA.5.1.35	2022-07-07	7
USA	BA.5.1.35	2022-07-08	8
USA	BA.5.1.35	2022-07-09	7
USA	BA.5.1.35	2022-07-10	6
USA	BA.5.1.35	2022-07-11	7
USA	BA.5.1.35	2022-07-12	7
USA	BA.5.1.35	2022-07-13	6
USA	BA.5.1.35	2022-07-14	6
USA	BA.5.1.35	2022-07-15	1
USA	BA.5.1.35	2022-07-16	2
USA	BA.5.1.35	2022-07-17	4
USA	BA.5.1.35	2022-07-18	16
USA	BA.5.1.35	2022-07-19	8
USA	BA.5.1.35	2022-07-20	4
USA	BA.5.1.35	2022-07-21	5
USA	BA.5.1.35	2022-07-22	3
USA	BA.5.1.35	2022-07-23	1
USA	BA.5.1.35	2022-07-24	2
USA	BA.5.1.35	2022-07-25	7
USA	BA.5.1.35	2022-07-26	5
USA	BA.5.1.35	2022-07-27	3
USA	BA.5.1.35	2022-07-28	5
USA	BA.5.1.35	2022-07-29	7
USA	BA.5.1.35	2022-07-30	6
USA	BA.5.1.35	2022-07-31	6
USA	BA.5.1.35	2022-08-01	9
USA	BA.5.1.35	2022-08-02	3
USA	BA.5.1.35	2022-08-03	7
USA	BA.5.1.35	2022-08-04	2
USA	BA.5.1.35	2022-08-05	4
USA	BA.5.1.35	2022-08-06	6
USA	BA.5.1.35	2022-08-07	1
USA	BA.5.1.35	2022-08-08	2
USA	BA.5.1.35	2022-08-09	3
USA	BA.5.1.35	2022-08-10	2
USA	BA.5.1.35	2022-08-11	1
USA	BA.5.1.35	2022-08-12	2
USA	BA.5.1.35	2022-08-13	2
USA	BA.5.1.35	2022-08-14	4
USA	BA.5.1.35	2022-08-15	3
USA	BA.5.1.35	2022-08-16	3
USA	BA.5.1.35	2022-08-17	3
USA	BA.5.1.35	2022-08-18	5
USA	BA.5.1.35	2022-08-19	2
USA	BA.5.1.35	2022-08-20	2
USA	BA.5.1.35	2022-08-21	1
USA	BA.5.1.35	2022-08-22	3
USA	BA.5.1.35	2022-08-23	1
USA	BA.5.1.35	2022-08-24	4
USA	BA.5.1.35	2022-08-25	4
USA	BA.5.1.35	2022-08-26	3
USA	BA.5.1.35	2022-08-27	3
USA	BA.5.1.35	2022-08-28	2
USA	BA.5.1.35	2022-08-29	4
USA	BA.5.1.35	2022-08-30	5
USA	BA.5.1.35	2022-08-31	3
USA	BA.5.1.35	2022-09-01	4
USA	BA.5.1.35	2022-09-02	5
USA	BA.5.1.35	2022-09-03	1
USA	BA.5.1.35	2022-09-04	1
USA	BA.5.1.35	2022-09-06	7
USA	BA.5.1.35	2022-09-07	3
USA	BA.5.1.35	2022-09-08	1
USA	BA.5.1.35	2022-09-10	2
USA	BA.5.1.35	2022-09-11	1
USA	BA.5.1.35	2022-09-12	2
USA	BA.5.1.35	2022-09-13	2
USA	BA.5.1.35	2022-09-15	1
USA	BA.5.1.35	2022-09-16	3
USA	BA.5.1.35	2022-09-17	1
USA	BA.5.1.35	2022-09-19	1
USA	BA.5.1.35	2022-09-20	1
USA	BA.5.1.35	2022-09-21	3
USA	BA.5.1.35	2022-09-23	1
USA	BA.5.1.35	2022-09-24	1
USA	BA.5.1.35	2022-09-25	3
USA	BA.5.1.35	2022-09-26	2
USA	BA.5.1.35	2022-09-27	2
USA	BA.5.1.35	2022-09-28	1
USA	BA.5.1.35	2022-09-29	3
USA	BA.5.1.35	2022-09-30	1
USA	BA.5.1.35	2022-10-04	3
USA	BA.5.1.35	2022-10-05	1
USA	BA.5.1.35	2022-10-06	3
USA	BA.5.1.35	2022-10-07	1
USA	BA.5.1.35	2022-10-08	2
USA	BA.5.1.35	2022-10-09	1
USA	BA.5.1.35	2022-10-11	1
USA	BA.5.1.35	2022-10-15	1
USA	BA.5.1.35	2022-10-16	1
USA	BA.5.1.35	2022-10-17	2
USA	BA.5.1.35	2022-10-18	1
USA	BA.5.1.35	2022-10-20	1
USA	BA.5.1.35	2022-10-21	1
USA	BA.5.1.35	2022-10-24	1
USA	BA.5.1.35	2022-10-31	1
USA	BA.5.1.35	2022-11-01	1
USA	BA.5.1.35	2022-11-14	1
USA	BA.5.1.35	2022-11-15	1
USA	BA.5.1.35	2022-11-18	1
USA	BA.5.1.35	2022-12-01	1
USA	BA.5.1.35	2022-12-08	1
USA	BA.5.1.35	2022-12-20	1
USA	BA.5.1.5	2022-06-16	1
USA	BA.5.1.5	2022-06-26	2
USA	BA.5.1.5	2022-06-27	2
USA	BA.5.1.5	2022-06-28	1
USA	BA.5.1.5	2022-06-29	1
USA	BA.5.1.5	2022-06-30	1
USA	BA.5.1.5	2022-07-01	1
USA	BA.5.1.5	2022-07-02	2
USA	BA.5.1.5	2022-07-03	1
USA	BA.5.1.5	2022-07-05	2
USA	BA.5.1.5	2022-07-06	3
USA	BA.5.1.5	2022-07-07	4
USA	BA.5.1.5	2022-07-08	3
USA	BA.5.1.5	2022-07-09	2
USA	BA.5.1.5	2022-07-10	1
USA	BA.5.1.5	2022-07-11	7
USA	BA.5.1.5	2022-07-12	1
USA	BA.5.1.5	2022-07-13	3
USA	BA.5.1.5	2022-07-15	1
USA	BA.5.1.5	2022-07-16	2
USA	BA.5.1.5	2022-07-17	1
USA	BA.5.1.5	2022-07-18	3
USA	BA.5.1.5	2022-07-19	2
USA	BA.5.1.5	2022-07-20	2
USA	BA.5.1.5	2022-07-21	3
USA	BA.5.1.5	2022-07-22	5
USA	BA.5.1.5	2022-07-23	5
USA	BA.5.1.5	2022-07-24	1
USA	BA.5.1.5	2022-07-25	7
USA	BA.5.1.5	2022-07-26	7
USA	BA.5.1.5	2022-07-27	6
USA	BA.5.1.5	2022-07-28	6
USA	BA.5.1.5	2022-07-29	8
USA	BA.5.1.5	2022-07-30	7
USA	BA.5.1.5	2022-07-31	8
USA	BA.5.1.5	2022-08-01	6
USA	BA.5.1.5	2022-08-02	5
USA	BA.5.1.5	2022-08-03	10
USA	BA.5.1.5	2022-08-04	6
USA	BA.5.1.5	2022-08-05	2
USA	BA.5.1.5	2022-08-06	3
USA	BA.5.1.5	2022-08-07	2
USA	BA.5.1.5	2022-08-08	7
USA	BA.5.1.5	2022-08-09	8
USA	BA.5.1.5	2022-08-10	5
USA	BA.5.1.5	2022-08-11	8
USA	BA.5.1.5	2022-08-12	9
USA	BA.5.1.5	2022-08-13	12
USA	BA.5.1.5	2022-08-14	5
USA	BA.5.1.5	2022-08-15	10
USA	BA.5.1.5	2022-08-16	6
USA	BA.5.1.5	2022-08-17	11
USA	BA.5.1.5	2022-08-18	9
USA	BA.5.1.5	2022-08-19	8
USA	BA.5.1.5	2022-08-20	9
USA	BA.5.1.5	2022-08-21	14
USA	BA.5.1.5	2022-08-22	11
USA	BA.5.1.5	2022-08-23	10
USA	BA.5.1.5	2022-08-24	13
USA	BA.5.1.5	2022-08-25	7
USA	BA.5.1.5	2022-08-26	14
USA	BA.5.1.5	2022-08-27	14
USA	BA.5.1.5	2022-08-28	7
USA	BA.5.1.5	2022-08-29	16
USA	BA.5.1.5	2022-08-30	12
USA	BA.5.1.5	2022-08-31	12
USA	BA.5.1.5	2022-09-01	6
USA	BA.5.1.5	2022-09-02	12
USA	BA.5.1.5	2022-09-03	13
USA	BA.5.1.5	2022-09-04	10
USA	BA.5.1.5	2022-09-05	3
USA	BA.5.1.5	2022-09-06	22
USA	BA.5.1.5	2022-09-07	13
USA	BA.5.1.5	2022-09-08	7
USA	BA.5.1.5	2022-09-09	12
USA	BA.5.1.5	2022-09-10	10
USA	BA.5.1.5	2022-09-11	8
USA	BA.5.1.5	2022-09-12	11
USA	BA.5.1.5	2022-09-13	13
USA	BA.5.1.5	2022-09-14	15
USA	BA.5.1.5	2022-09-15	18
USA	BA.5.1.5	2022-09-16	16
USA	BA.5.1.5	2022-09-17	13
USA	BA.5.1.5	2022-09-18	16
USA	BA.5.1.5	2022-09-19	24
USA	BA.5.1.5	2022-09-20	19
USA	BA.5.1.5	2022-09-21	17
USA	BA.5.1.5	2022-09-22	23
USA	BA.5.1.5	2022-09-23	10
USA	BA.5.1.5	2022-09-24	12
USA	BA.5.1.5	2022-09-25	8
USA	BA.5.1.5	2022-09-26	15
USA	BA.5.1.5	2022-09-27	12
USA	BA.5.1.5	2022-09-28	16
USA	BA.5.1.5	2022-09-29	15
USA	BA.5.1.5	2022-09-30	15
USA	BA.5.1.5	2022-10-01	16
USA	BA.5.1.5	2022-10-02	8
USA	BA.5.1.5	2022-10-03	28
USA	BA.5.1.5	2022-10-04	15
USA	BA.5.1.5	2022-10-05	24
USA	BA.5.1.5	2022-10-06	18
USA	BA.5.1.5	2022-10-07	17
USA	BA.5.1.5	2022-10-08	12
USA	BA.5.1.5	2022-10-09	9
USA	BA.5.1.5	2022-10-10	25
USA	BA.5.1.5	2022-10-11	24
USA	BA.5.1.5	2022-10-12	21
USA	BA.5.1.5	2022-10-13	18
USA	BA.5.1.5	2022-10-14	21
USA	BA.5.1.5	2022-10-15	9
USA	BA.5.1.5	2022-10-16	9
USA	BA.5.1.5	2022-10-17	27
USA	BA.5.1.5	2022-10-18	9
USA	BA.5.1.5	2022-10-19	33
USA	BA.5.1.5	2022-10-20	14
USA	BA.5.1.5	2022-10-21	10
USA	BA.5.1.5	2022-10-22	14
USA	BA.5.1.5	2022-10-23	14
USA	BA.5.1.5	2022-10-24	25
USA	BA.5.1.5	2022-10-25	14
USA	BA.5.1.5	2022-10-26	23
USA	BA.5.1.5	2022-10-27	19
USA	BA.5.1.5	2022-10-28	15
USA	BA.5.1.5	2022-10-29	17
USA	BA.5.1.5	2022-10-30	11
USA	BA.5.1.5	2022-10-31	6
USA	BA.5.1.5	2022-11-01	17
USA	BA.5.1.5	2022-11-02	9
USA	BA.5.1.5	2022-11-03	13
USA	BA.5.1.5	2022-11-04	12
USA	BA.5.1.5	2022-11-05	10
USA	BA.5.1.5	2022-11-06	9
USA	BA.5.1.5	2022-11-07	22
USA	BA.5.1.5	2022-11-08	20
USA	BA.5.1.5	2022-11-09	16
USA	BA.5.1.5	2022-11-10	13
USA	BA.5.1.5	2022-11-11	8
USA	BA.5.1.5	2022-11-12	4
USA	BA.5.1.5	2022-11-13	6
USA	BA.5.1.5	2022-11-14	20
USA	BA.5.1.5	2022-11-15	7
USA	BA.5.1.5	2022-11-16	8
USA	BA.5.1.5	2022-11-17	12
USA	BA.5.1.5	2022-11-18	3
USA	BA.5.1.5	2022-11-19	6
USA	BA.5.1.5	2022-11-20	3
USA	BA.5.1.5	2022-11-21	11
USA	BA.5.1.5	2022-11-22	14
USA	BA.5.1.5	2022-11-23	8
USA	BA.5.1.5	2022-11-25	5
USA	BA.5.1.5	2022-11-26	7
USA	BA.5.1.5	2022-11-27	5
USA	BA.5.1.5	2022-11-28	10
USA	BA.5.1.5	2022-11-29	11
USA	BA.5.1.5	2022-11-30	11
USA	BA.5.1.5	2022-12-01	8
USA	BA.5.1.5	2022-12-02	10
USA	BA.5.1.5	2022-12-03	5
USA	BA.5.1.5	2022-12-04	5
USA	BA.5.1.5	2022-12-05	10
USA	BA.5.1.5	2022-12-06	7
USA	BA.5.1.5	2022-12-07	4
USA	BA.5.1.5	2022-12-08	3
USA	BA.5.1.5	2022-12-09	3
USA	BA.5.1.5	2022-12-10	7
USA	BA.5.1.5	2022-12-11	3
USA	BA.5.1.5	2022-12-12	5
USA	BA.5.1.5	2022-12-13	5
USA	BA.5.1.5	2022-12-14	7
USA	BA.5.1.5	2022-12-15	6
USA	BA.5.1.5	2022-12-16	1
USA	BA.5.1.5	2022-12-17	2
USA	BA.5.1.5	2022-12-18	3
USA	BA.5.1.5	2022-12-19	3
USA	BA.5.1.5	2022-12-20	4
USA	BA.5.1.5	2022-12-21	4
USA	BA.5.1.5	2022-12-22	3
USA	BA.5.1.5	2022-12-23	2
USA	BA.5.1.5	2022-12-24	1
USA	BA.5.1.5	2022-12-25	1
USA	BA.5.1.5	2022-12-26	3
USA	BA.5.1.5	2022-12-27	1
USA	BA.5.1.5	2022-12-28	2
USA	BA.5.1.5	2022-12-29	1
USA	BA.5.1.5	2022-12-30	2
USA	BA.5.1.5	2023-01-01	2
USA	BA.5.1.5	2023-01-03	2
USA	BA.5.1.5	2023-01-04	1
USA	BA.5.1.5	2023-01-05	3
USA	BA.5.1.5	2023-01-06	1
USA	BA.5.1.5	2023-01-07	2
USA	BA.5.1.5	2023-01-09	1
USA	BA.5.1.5	2023-01-10	3
USA	BA.5.1.5	2023-01-12	2
USA	BA.5.1.5	2023-01-14	1
USA	BA.5.1.5	2023-01-17	1
USA	BA.5.1.5	2023-01-19	1
USA	BA.5.1.5	2023-01-22	1
USA	BA.5.1.5	2023-01-26	1
USA	BA.5.1.6	2022-05-25	1
USA	BA.5.1.6	2022-06-02	1
USA	BA.5.1.6	2022-06-06	1
USA	BA.5.1.6	2022-06-13	4
USA	BA.5.1.6	2022-06-14	4
USA	BA.5.1.6	2022-06-15	2
USA	BA.5.1.6	2022-06-16	1
USA	BA.5.1.6	2022-06-17	5
USA	BA.5.1.6	2022-06-18	1
USA	BA.5.1.6	2022-06-19	1
USA	BA.5.1.6	2022-06-20	2
USA	BA.5.1.6	2022-06-21	1
USA	BA.5.1.6	2022-06-22	2
USA	BA.5.1.6	2022-06-23	3
USA	BA.5.1.6	2022-06-24	3
USA	BA.5.1.6	2022-06-25	3
USA	BA.5.1.6	2022-06-26	1
USA	BA.5.1.6	2022-06-27	6
USA	BA.5.1.6	2022-06-28	5
USA	BA.5.1.6	2022-06-29	7
